query_time,source_host,sql_text,target_host,user_name,database_name_str,table_name_str,exec_time,query_type_name
2013-03-22 15:03:35,169.154.139.192:14304,'select * from db5.table5;',140.18.87.243:28790,Bob,db5,table5,971,select
2010-01-25 04:54:04,136.9.79.44:28477,'delete from db1.table8 where a=1;',205.123.242.58:15771,Ivan,db1,table8,844,delete
2010-01-25 04:54:04,199.159.213.250:323,'update db5.table9 set a=1 where b=2;',119.113.213.110:42320,Frank,db5,table9,30,update
2014-01-27 04:06:17,79.154.63.158:47686,'select * from db7.table9;',79.154.63.158:56916,Ivan,db7,table9,15,select
2012-01-13 02:59:59,79.154.63.158:15771,'insert into db5.table4 values (1, 2, 3);',160.157.117.179:47686,Bob,db5,table4,163,insert
2014-07-20 16:38:47,136.9.79.44:323,'truncate table db10.table10;',61.153.200.36:54932,David,db10,table10,789,truncate
2010-01-25 04:54:04,119.113.213.110:56916,'insert into db5.table3 values (1, 2, 3);',192.154.222.235:54932,Jack,db5,table3,844,insert
2010-01-25 04:54:04,75.111.2.161:28477,'truncate table db2.table8;',192.154.222.235:15771,David,db2,table8,473,truncate
2020-09-16 07:23:15,192.154.222.235:15771,'truncate table db7.table4;',116.44.192.225:54932,Cindy,db7,table4,789,truncate
2016-10-23 14:16:17,160.157.117.179:44327,'select * from db4.table1;',75.111.2.161:42320,Gavin,db4,table1,509,select
2014-01-27 04:06:17,116.44.192.225:47686,'update db9.table6 set a=1 where b=2;',160.157.117.179:54932,Alex,db9,table6,975,update
2012-08-21 07:42:58,224.47.235.143:60758,'truncate table db6.table9;',155.220.116.239:49180,Jack,db6,table9,329,truncate
2018-09-02 13:11:44,7.240.191.48:59547,'use db6;',216.6.57.79:33149,Alex,None,None,300,system_command
2017-02-17 10:09:05,174.84.18.124:3465,'use db3;',171.248.97.110:60607,Bob,None,None,552,system_command
2020-05-28 11:26:42,171.248.97.110:49180,'truncate table db4.table10;',69.193.193.15:3465,Ivan,db4,table10,447,truncate
2020-06-09 19:09:52,224.47.235.143:39295,'truncate table db8.table10;',171.248.97.110:39295,David,db8,table10,552,truncate
2011-12-16 09:54:35,224.47.235.143:59547,'truncate table db5.table7;',10.191.40.177:3465,Eva,db5,table7,300,truncate
2018-09-02 13:11:44,10.191.40.177:60607,'truncate table db10.table10;',29.116.187.111:60607,Helen,db10,table10,121,truncate
2018-02-13 01:03:03,10.191.40.177:17213,'truncate table db2.table1;',155.220.116.239:17213,Cindy,db2,table1,251,truncate
2012-08-21 07:42:58,171.248.97.110:30883,'use db9;',114.198.197.230:33149,Bob,None,None,121,system_command
2020-06-09 19:09:52,114.198.197.230:33149,'update db3.table6 set a=1 where b=2;',114.198.197.230:3465,Jack,db3,table6,96,update
2014-10-19 10:21:59,68.239.89.231:18908,'drop table db10.table10;',184.111.47.56:57054,Jack,db10,table10,500,drop
2017-10-04 15:30:46,28.159.198.221:33772,'insert into db1.table6 values (1, 2, 3);',28.159.198.221:48835,Alex,db1,table6,528,insert
2018-02-20 13:38:10,94.145.1.110:48835,'select * from db9.table3;',239.160.71.33:452,Jack,db9,table3,407,select
2014-11-02 23:30:47,142.146.52.114:43145,'delete from db4.table6 where a=1;',150.101.213.29:42323,Ivan,db4,table6,500,delete
2016-07-08 21:18:25,28.159.198.221:57054,'select * from db5.table9;',209.95.66.95:42323,Alex,db5,table9,929,select
2018-02-20 13:38:10,28.159.198.221:63725,'use db9;',184.111.47.56:63725,David,None,None,384,system_command
2020-03-23 07:22:50,239.160.71.33:63725,'use db10;',184.111.47.56:452,Gavin,None,None,407,system_command
2013-11-11 00:39:52,239.160.71.33:63725,'drop table db5.table2;',7.21.155.217:33772,Alex,db5,table2,957,drop
2019-05-06 20:43:32,56.88.117.23:42323,'delete from db9.table6 where a=1;',28.159.198.221:33772,Gavin,db9,table6,583,delete
2014-12-20 16:35:26,68.239.89.231:48835,'drop table db3.table9;',68.239.89.231:63725,Ivan,db3,table9,326,drop
